185,1160,READ,671232,57
186,760,READ,674880,57
187,360,READ,678528,57
188,1960,READ,682176,57
189,1560,READ,685824,57
190,1160,READ,689472,57
191,760,READ,693120,57
192,360,READ,696768,57
193,1960,READ,700416,57
194,1560,READ,704064,57
195,1160,READ,707712,57
196,760,READ,711360,57
197,360,READ,715008,57
198,1960,READ,718656,57
199,1560,READ,722304,57
200,1160,READ,725952,57
201,760,READ,729600,57
202,360,READ,733248,57
203,1960,READ,736896,57
204,1560,READ,740544,57
205,1160,READ,744192,57
206,760,READ,747840,57
207,360,READ,751488,57
208,1960,READ,755136,57
209,1560,READ,758784,57
210,1160,READ,762432,57
211,760,READ,766080,57
212,360,READ,769728,57
213,1960,READ,773376,57
214,1560,READ,777024,57
215,1160,READ,780672,57
216,760,READ,784320,57
217,360,READ,787968,57
218,1960,READ,791616,57
219,1560,READ,795264,57
220,1160,READ,798912,57
221,760,READ,802560,57
222,360,READ,806208,57
223,1960,READ,809856,57
224,1560,READ,813504,57
225,1160,READ,817152,57
226,760,READ,820800,57
227,360,READ,824448,57
228,1960,READ,828096,57
229,1560,READ,831744,57
230,1160,READ,835392,57
231,760,READ,839040,57
232,360,READ,842688,57
233,1960,READ,846336,57
234,1560,READ,849984,57
235,1160,READ,853632,57
236,760,READ,857280,57
237,360,READ,860928,57
238,1960,READ,864576,57
239,1560,READ,868224,57
240,1160,READ,871872,57
241,760,READ,875520,57
242,360,READ,879168,57
243,1960,READ,882816,57
244,1560,READ,886464,57
245,1160,READ,890112,57
246,760,READ,893760,57
247,360,READ,897408,57
248,1960,READ,901056,57
249,1560,READ,904704,57
250,1160,READ,908352,57
251,760,READ,912000,57
252,360,READ,915648,57
253,1960,READ,919296,57
254,1560,READ,922944,57
255,1160,READ,926592,57
256,760,READ,930240,57
257,360,READ,933888,57
258,1960,READ,937536,57
259,1560,READ,941184,57
260,1160,READ,944832,57
261,760,READ,948480,57
262,360,READ,952128,57
263,1960,READ,955776,57
264,1560,READ,959424,57
265,1160,READ,963072,57
266,760,READ,966720,57
267,360,READ,970368,57
268,1960,READ,974016,57
269,1560,READ,977664,57
270,1160,READ,981312,57
271,760,READ,984960,57
272,360,READ,988608,57
273,1960,READ,992256,57
274,1560,READ,995904,57
275,1160,READ,999552,57
276,760,READ,1003200,57
277,360,READ,1006848,57
278,1960,READ,1010496,57
279,1560,READ,1014144,57
280,1160,READ,1017792,57
281,760,READ,1021440,57
282,360,READ,1025088,57
283,1960,READ,1028736,57
284,1560,READ,1032384,57
285,1160,READ,1036032,57
286,760,READ,1039680,57
287,360,READ,1043328,57
288,1960,READ,1046976,57
289,1560,READ,1050624,57
290,1160,READ,1054272,57
291,760,READ,1057920,57
292,360,READ,1061568,57
293,1960,READ,1065216,57
294,1560,READ,1068864,57
295,1160,READ,1072512,57
296,760,READ,1076160,57
297,360,READ,1079808,57
298,1960,READ,1083456,57
299,1560,READ,1087104,57
300,1160,READ,1090752,57
301,760,READ,1094400,57
302,360,READ,1098048,57
303,1960,READ,1101696,57
304,1560,READ,1105344,57
305,1160,READ,1108992,57
306,760,READ,1112640,57
307,360,READ,1116288,57
308,1960,READ,1119936,57
309,1560,READ,1123584,57
310,1160,READ,1127232,57
311,760,READ,1130880,57
312,360,READ,1134528,57
313,1960,READ,1138176,57
314,1560,READ,1141824,57
315,1160,READ,1145472,57
316,760,READ,1149120,57
317,360,READ,1152768,57
318,1960,READ,1156416,57
319,1560,READ,1160064,57
320,1160,READ,1163712,57
321,760,READ,1167360,57
322,360,READ,1171008,57
323,1960,READ,1174656,57
324,1560,READ,1178304,57
325,1160,READ,1181952,57
326,760,READ,1185600,57
327,360,READ,1189248,57
328,1960,READ,1192896,57
329,1560,READ,1196544,57
330,1160,READ,1200192,57
331,760,READ,1203840,57
332,360,READ,1207488,57
333,1960,READ,1211136,57
334,1560,READ,1214784,57
335,1160,READ,1218432,57
336,760,READ,1222080,57
337,360,READ,1225728,57
338,1960,READ,1229376,57
339,1560,READ,1233024,57
340,1160,READ,1236672,57
341,760,READ,1240320,57
342,360,READ,1243968,57
343,1960,READ,1247616,57
344,1560,READ,1251264,57
345,1160,READ,1254912,57
346,760,READ,1258560,57
347,360,READ,1262208,57
348,1960,READ,1265856,57
349,1560,READ,1269504,57
350,1160,READ,1273152,57
351,760,READ,1276800,57
352,360,READ,1280448,57
353,1960,READ,1284096,57
354,1560,READ,1287744,57
355,1160,READ,1291392,57
356,760,READ,1295040,57
357,360,READ,1298688,57
358,1960,READ,1302336,57
359,1560,READ,1305984,57
360,1160,READ,1309632,57
361,760,READ,1313280,57
362,360,READ,1316928,57
363,1960,READ,1320576,57
364,1560,READ,1324224,57
365,1160,READ,1327872,57
366,760,READ,1331520,57
367,360,READ,1335168,57
368,1960,READ,1338816,57
369,1560,READ,1342464,57
370,1160,READ,1346112,57
371,760,READ,1349760,57
372,360,READ,1353408,57
373,1960,READ,1357056,57
374,1560,READ,1360704,57
375,1160,READ,1364352,57
376,760,READ,1368000,57
377,360,READ,1371648,57
378,1960,READ,1375296,57
379,1560,READ,1378944,57
380,1160,READ,1382592,57
381,760,READ,1386240,57
382,360,READ,1389888,57
383,1960,READ,1393536,57
384,1560,READ,1397184,57
385,1160,READ,1400832,57
386,760,READ,1404480,57
387,360,READ,1408128,57
388,1960,READ,1411776,57
389,1560,READ,1415424,57
390,1160,READ,1419072,57
391,760,READ,1422720,57
392,360,READ,1426368,57
393,1960,READ,1430016,57
394,1560,READ,1433664,57
395,1160,READ,1437312,57
396,760,READ,1440960,57
397,360,READ,1444608,57
398,1960,READ,1448256,57
399,1560,READ,1451904,57
400,1160,READ,1455552,57
401,760,READ,1459200,57
402,360,READ,1462848,57
403,1960,READ,1466496,57
404,1560,READ,1470144,57
405,1160,READ,1473792,57
406,760,READ,1477440,57
407,360,READ,1481088,57
408,1960,READ,1484736,57
409,1560,READ,1488384,57
410,1160,READ,1492032,57
411,760,READ,1495680,57
412,360,READ,1499328,57
413,1960,READ,1502976,57
414,1560,READ,1506624,57
415,1160,READ,1510272,57
416,760,READ,1513920,57
417,360,READ,1517568,57
418,1960,READ,1521216,57
419,1560,READ,1524864,57
420,1160,READ,1528512,57
421,760,READ,1532160,57
422,360,READ,1535808,57
423,1960,READ,1539456,57
424,1560,READ,1543104,57
425,1160,READ,1546752,57
426,760,READ,1550400,57
427,360,READ,1554048,57
428,1960,READ,1557696,57
429,1560,READ,1561344,57
430,1160,READ,1564992,57
431,760,READ,1568640,57
432,360,READ,1572288,57
433,1960,READ,1575936,57
434,1560,READ,1579584,57
435,1160,READ,1583232,57
436,760,READ,1586880,57
437,360,READ,1590528,57
438,1960,READ,1594176,57
439,1560,READ,1597824,57
440,1160,READ,1601472,57
441,760,READ,1605120,57
442,360,READ,1608768,57
443,1960,READ,1612416,57
444,1560,READ,1616064,57
445,1160,READ,1619712,57
446,760,READ,1623360,57
447,360,READ,1627008,57
448,1960,READ,1630656,57
449,1560,READ,1634304,57
450,1160,READ,1637952,57
451,760,READ,1641600,57
452,360,READ,1645248,57
453,1960,READ,1648896,57
454,1560,READ,1652544,57
455,1160,READ,1656192,57
456,760,READ,1659840,57
457,360,READ,1663488,57
458,1960,READ,1667136,57
459,1560,READ,1670784,57
460,1160,READ,1674432,57
461,760,READ,1678080,57
462,360,READ,1681728,57
463,1960,READ,1685376,57
464,1560,READ,1689024,57
465,1160,READ,1692672,57
466,760,READ,1696320,57
467,360,READ,1699968,57
468,1960,READ,1703616,57
469,1560,READ,1707264,57
470,1160,READ,1710912,57
471,760,READ,1714560,57
472,360,READ,1718208,57
473,1960,READ,1721856,57
474,1560,READ,1725504,57
475,1160,READ,1729152,57
476,760,READ,1732800,57
477,360,READ,1736448,57
478,1960,READ,1740096,57
479,1560,READ,1743744,57
480,1160,READ,1747392,57
481,760,READ,1751040,57
482,360,READ,1754688,57
483,1960,READ,1758336,57
484,1560,READ,1761984,57
485,1160,READ,1765632,57
486,760,READ,1769280,57
487,360,READ,1772928,57
488,1960,READ,1776576,57
489,1560,READ,1780224,57
490,1160,READ,1783872,57
491,760,READ,1787520,57
492,360,READ,1791168,57
493,1960,READ,1794816,57
494,1560,READ,1798464,57
495,1160,READ,1802112,57
496,760,READ,1805760,57
497,360,READ,1809408,57
498,1960,READ,1813056,57
499,1560,READ,1816704,57
500,1160,READ,1820352,57
501,760,READ,1824000,57
502,360,READ,1827648,57
503,1960,READ,1831296,57
504,1560,READ,1834944,57
505,1160,READ,1838592,57
506,760,READ,1842240,57
507,360,READ,1845888,57
508,1960,READ,1849536,57
509,1560,READ,1853184,57
510,1160,READ,1856832,57
511,760,READ,1860480,57
512,360,READ,1864128,57
513,1960,READ,1867776,57
514,1560,READ,1871424,57
515,1160,READ,1875072,57
516,760,READ,1878720,57
517,360,READ,1882368,57
518,1960,READ,1886016,57
519,1560,READ,1889664,57
520,1160,READ,1893312,57
521,760,READ,1896960,57
522,360,READ,1900608,57
523,1960,READ,1904256,57
524,1560,READ,1907904,57
525,1160,READ,1911552,57
526,760,READ,1915200,57
527,360,READ,1918848,57
528,1960,READ,1922496,57
529,1560,READ,1926144,57
530,1160,READ,1929792,57
531,760,READ,1933440,57
532,360,READ,1937088,57
533,1960,READ,1940736,57
534,1560,READ,1944384,57
535,1160,READ,1948032,57
536,760,READ,1951680,57
537,360,READ,1955328,57
538,1960,READ,1958976,57
539,1560,READ,1962624,57
540,1160,READ,1966272,57
541,760,READ,1969920,57
542,360,READ,1973568,57
543,1960,READ,1977216,57
544,1560,READ,1980864,57
545,1160,READ,1984512,57
546,760,READ,1988160,57
547,360,READ,1991808,57
548,1960,READ,1995456,57
549,1560,READ,1999104,57
550,1160,READ,2002752,57
551,760,READ,2006400,57
552,360,READ,2010048,57
553,1960,READ,2013696,57
554,1560,READ,2017344,57
555,1160,READ,2020992,57
556,760,READ,2024640,57
557,360,READ,2028288,57
558,1960,READ,2031936,57
559,1560,READ,2035584,57
560,1160,READ,2039232,57
561,760,READ,2042880,57
562,360,READ,2046528,57
563,1960,READ,2050176,57
564,1560,READ,2053824,57
565,1160,READ,2057472,57
566,760,READ,2061120,57
567,360,READ,2064768,57
568,1960,READ,2068416,57
569,1560,READ,2072064,57
570,1160,READ,2075712,57
571,760,READ,2079360,57
572,360,READ,2083008,57
573,1960,READ,2086656,57
574,1560,READ,2090304,57
575,1160,READ,2093952,57
576,760,READ,2097600,57
577,360,READ,2101248,57
578,1960,READ,2104896,57
579,1560,READ,2108544,57
580,1160,READ,2112192,57
581,760,READ,2115840,57
582,360,READ,2119488,57
583,1960,READ,2123136,57
584,1560,READ,2126784,57
585,1160,READ,2130432,57
586,760,READ,2134080,57
587,360,READ,2137728,57
588,1960,READ,2141376,57
589,1560,READ,2145024,57
590,1160,READ,2148672,57
591,760,READ,2152320,57
592,360,READ,2155968,57
593,1960,READ,2159616,57
594,1560,READ,2163264,57
595,1160,READ,2166912,57
596,760,READ,2170560,57
597,360,READ,2174208,57
598,1960,READ,2177856,57
599,1560,READ,2181504,57
600,1160,READ,2185152,57
601,760,READ,2188800,57
602,360,READ,2192448,57
603,1960,READ,2196096,57
604,1560,READ,2199744,57
605,1160,READ,2203392,57
606,760,READ,2207040,57
607,360,READ,2210688,57
608,1960,READ,2214336,57
609,25090,READ,0,608
610,3110,READ,38912,608
611,3110,READ,77824,608
612,1560,READ,116736,608
613,3110,READ,155648,608
614,3160,READ,194560,608
615,3110,READ,233472,608
616,760,READ,272384,608
617,3110,READ,311296,608
618,2360,READ,350208,608
619,3110,READ,389120,608
620,3960,READ,428032,608
621,3070,READ,466944,608
622,1560,READ,505856,608
623,3110,READ,544768,608
624,3160,READ,583680,608
625,3110,READ,622592,608
626,760,READ,661504,608
627,3110,READ,700416,608
628,2360,READ,739328,608
629,3110,READ,778240,608
630,3960,READ,817152,608
631,3070,READ,856064,608
632,1560,READ,894976,608
633,3110,READ,933888,608
634,3160,READ,972800,608
635,3110,READ,1011712,608
636,760,READ,1050624,608
637,3110,READ,1089536,608
638,2360,READ,1128448,608
639,3110,READ,1167360,608
640,3960,READ,1206272,608
641,3070,READ,1245184,608
642,1560,READ,1284096,608
643,3110,READ,1323008,608
644,3160,READ,1361920,608
645,3110,READ,1400832,608
646,760,READ,1439744,608
647,3110,READ,1478656,608
648,2360,READ,1517568,608
649,3110,READ,1556480,608
650,3960,READ,1595392,608
651,3070,READ,1634304,608
652,1560,READ,1673216,608
653,3110,READ,1712128,608
654,3160,READ,1751040,608
655,3110,READ,1789952,608
656,760,READ,1828864,608
657,3110,READ,1867776,608
658,2360,READ,1906688,608
659,3110,READ,1945600,608
660,3960,READ,1984512,608
661,3070,READ,2023424,608
662,1560,READ,2062336,608
663,3110,READ,2101248,608
664,3160,READ,2140160,608
665,3110,READ,2179072,608
666,760,READ,2217984,608
667,3110,READ,2256896,608
668,2360,READ,2295808,608
669,3110,READ,2334720,608
670,3960,READ,2373632,608
671,3070,READ,2412544,608
672,1560,READ,2451456,608
673,3110,READ,2490368,608
674,3160,READ,2529280,608
675,3110,READ,2568192,608
676,760,READ,2607104,608
677,3110,READ,2646016,608
678,2360,READ,2684928,608
679,3110,READ,2723840,608
680,3960,READ,2762752,608
681,3070,READ,2801664,608
682,1560,READ,2840576,608
683,3110,READ,2879488,608
684,3160,READ,2918400,608
685,3110,READ,2957312,608
686,760,READ,2996224,608
687,3110,READ,3035136,608
688,2360,READ,3074048,608
689,3110,READ,3112960,608
690,3960,READ,3151872,608
691,3070,READ,3190784,608
692,1560,READ,3229696,608
693,3110,READ,3268608,608
694,3160,READ,3307520,608
695,3110,READ,3346432,608
696,760,READ,3385344,608
697,3110,READ,3424256,608
698,2360,READ,3463168,608
699,3110,READ,3502080,608
700,3960,READ,3540992,608
701,3070,READ,3579904,608
702,1560,READ,3618816,608
703,3110,READ,3657728,608
704,3160,READ,3696640,608
705,3110,READ,3735552,608
706,760,READ,3774464,608
707,3110,READ,3813376,608
708,2360,READ,3852288,608
709,3110,READ,3891200,608
710,3960,READ,3930112,608
711,3070,READ,3969024,608
712,1560,READ,4007936,608
713,3110,READ,4046848,608
714,3160,READ,4085760,608
715,3110,READ,4124672,608
716,760,READ,4163584,608
717,3110,READ,4202496,608
718,2360,READ,4241408,608
719,3110,READ,4280320,608
720,3960,READ,4319232,608
721,3070,READ,4358144,608
722,1560,READ,4397056,608
723,3110,READ,4435968,608
724,3160,READ,4474880,608
725,3110,READ,4513792,608
726,760,READ,4552704,608
727,3110,READ,4591616,608
728,2360,READ,4630528,608
729,3110,READ,4669440,608
730,3960,READ,4708352,608
731,3070,READ,4747264,608
732,1560,READ,4786176,608
733,3110,READ,4825088,608
734,3160,READ,4864000,608
735,3110,READ,4902912,608
736,760,READ,4941824,608
737,3110,READ,4980736,608
738,2360,READ,5019648,608
739,3110,READ,5058560,608
740,3960,READ,5097472,608
741,3070,READ,5136384,608
742,1560,READ,5175296,608
743,3110,READ,5214208,608
744,3160,READ,5253120,608
745,3110,READ,5292032,608
746,760,READ,5330944,608
747,3110,READ,5369856,608
748,2360,READ,5408768,608
749,3110,READ,5447680,608
750,3960,READ,5486592,608
751,3070,READ,5525504,608
752,1560,READ,5564416,608
753,3110,READ,5603328,608
754,3160,READ,5642240,608
755,3110,READ,5681152,608
756,760,READ,5720064,608
757,3110,READ,5758976,608
758,2360,READ,5797888,608
759,3110,READ,5836800,608
760,3960,READ,5875712,608
761,3070,READ,5914624,608
762,1560,READ,5953536,608
763,3110,READ,5992448,608
764,3160,READ,6031360,608
765,3110,READ,6070272,608
766,760,READ,6109184,608
767,3110,READ,6148096,608
768,2360,READ,6187008,608
769,3110,READ,6225920,608
770,3960,READ,6264832,608
771,3070,READ,6303744,608
772,1560,READ,6342656,608
773,3110,READ,6381568,608
774,3160,READ,6420480,608
775,3110,READ,6459392,608
776,760,READ,6498304,608
777,3110,READ,6537216,608
778,2360,READ,6576128,608
779,3110,READ,6615040,608
780,3960,READ,6653952,608
781,3070,READ,6692864,608
782,1560,READ,6731776,608
783,3110,READ,6770688,608
784,3160,READ,6809600,608
785,3110,READ,6848512,608
786,760,READ,6887424,608
787,3110,READ,6926336,608
788,2360,READ,6965248,608
789,3110,READ,7004160,608
790,3960,READ,7043072,608
791,3070,READ,7081984,608
792,1560,READ,7120896,608
793,3110,READ,7159808,608
794,3160,READ,7198720,608
795,3110,READ,7237632,608
796,760,READ,7276544,608
797,3110,READ,7315456,608
798,2360,READ,7354368,608
799,3110,READ,7393280,608
800,3960,READ,7432192,608
801,3070,READ,7471104,608
802,1560,READ,7510016,608
803,3110,READ,7548928,608
804,3160,READ,7587840,608
805,3110,READ,7626752,608
806,760,READ,7665664,608
807,3110,READ,7704576,608
808,2360,READ,7743488,608
809,3110,READ,7782400,608
810,3960,READ,7821312,608
811,3070,READ,7860224,608
812,1560,READ,7899136,608
813,3110,READ,7938048,608
814,3160,READ,7976960,608
815,3110,READ,8015872,608
816,760,READ,8054784,608
817,3110,READ,8093696,608
818,2360,READ,8132608,608
819,3110,READ,8171520,608
820,3960,READ,8210432,608
821,3070,READ,8249344,608
822,1560,READ,8288256,608
823,3110,READ,8327168,608
824,3160,READ,8366080,608
825,3110,READ,8404992,608
826,760,READ,8443904,608
827,3110,READ,8482816,608
828,2360,READ,8521728,608
829,3110,READ,8560640,608
830,3960,READ,8599552,608
831,3070,READ,8638464,608
832,1560,READ,8677376,608
833,3110,READ,8716288,608
834,3160,READ,8755200,608
835,3110,READ,8794112,608
836,760,READ,8833024,608
837,3110,READ,8871936,608
838,2360,READ,8910848,608
839,3110,READ,8949760,608
840,3960,READ,8988672,608
841,3070,READ,9027584,608
842,1560,READ,9066496,608
843,3110,READ,9105408,608
844,3160,READ,9144320,608
845,3110,READ,9183232,608
846,760,READ,9222144,608
847,3110,READ,9261056,608
848,2360,READ,9299968,608
849,3110,READ,9338880,608
850,3960,READ,9377792,608
851,3070,READ,9416704,608
852,1560,READ,9455616,608
853,3110,READ,9494528,608
854,3160,READ,9533440,608
855,3110,READ,9572352,608
856,760,READ,9611264,608
857,3110,READ,9650176,608
858,2360,READ,9689088,608
859,3110,READ,9728000,608
860,3960,READ,9766912,608
861,3070,READ,9805824,608
862,1560,READ,9844736,608
863,3110,READ,9883648,608
864,3160,READ,9922560,608
865,3110,READ,9961472,608
866,760,READ,10000384,608
867,3110,READ,10039296,608
868,2360,READ,10078208,608
869,3110,READ,10117120,608
870,3960,READ,10156032,608
871,3070,READ,10194944,608
872,1560,READ,10233856,608
873,3110,READ,10272768,608
874,3160,READ,10311680,608
875,3110,READ,10350592,608
876,760,READ,10389504,608
877,3110,READ,10428416,608
878,2360,READ,10467328,608
879,3110,READ,10506240,608
880,3960,READ,10545152,608
881,3070,READ,10584064,608
882,1560,READ,10622976,608
883,3110,READ,10661888,608
884,3160,READ,10700800,608
885,3110,READ,10739712,608
886,760,READ,10778624,608
887,3110,READ,10817536,608
888,2360,READ,10856448,608
889,3110,READ,10895360,608
890,3960,READ,10934272,608
891,3070,READ,10973184,608
892,1560,READ,11012096,608
893,3110,READ,11051008,608
894,3160,READ,11089920,608
895,3110,READ,11128832,608
896,760,READ,11167744,608
897,3110,READ,11206656,608
898,2360,READ,11245568,608
899,3110,READ,11284480,608
900,3960,READ,11323392,608
901,3070,READ,11362304,608
902,1560,READ,11401216,608
903,3110,READ,11440128,608
904,3160,READ,11479040,608
905,3110,READ,11517952,608
906,760,READ,11556864,608
907,3110,READ,11595776,608
908,2360,READ,11634688,608
909,3110,READ,11673600,608
910,3960,READ,11712512,608
911,3070,READ,11751424,608
912,1560,READ,11790336,608
913,3110,READ,11829248,608
914,3160,READ,11868160,608
915,3110,READ,11907072,608
916,760,READ,11945984,608
917,3110,READ,11984896,608
918,2360,READ,12023808,608
919,3110,READ,12062720,608
920,3960,READ,12101632,608
921,3070,READ,12140544,608
922,1560,READ,12179456,608
923,3110,READ,12218368,608
924,3160,READ,12257280,608
925,3110,READ,12296192,608
926,760,READ,12335104,608
927,3110,READ,12374016,608
928,2360,READ,12412928,608
929,3110,READ,12451840,608
930,3960,READ,12490752,608
931,3070,READ,12529664,608
932,1560,READ,12568576,608
933,3110,READ,12607488,608
934,3160,READ,12646400,608
935,3110,READ,12685312,608
936,760,READ,12724224,608
937,3110,READ,12763136,608
938,2360,READ,12802048,608
939,3110,READ,12840960,608
940,3960,READ,12879872,608
941,3070,READ,12918784,608
942,1560,READ,12957696,608
943,3110,READ,12996608,608
944,3160,READ,13035520,608
945,3110,READ,13074432,608
946,760,READ,13113344,608
947,3110,READ,13152256,608
948,2360,READ,13191168,608
949,3110,READ,13230080,608
950,3960,READ,13268992,608
951,3070,READ,13307904,608
952,1560,READ,13346816,608
953,3110,READ,13385728,608
954,3160,READ,13424640,608
955,3110,READ,13463552,608
956,760,READ,13502464,608
957,3110,READ,13541376,608
958,2360,READ,13580288,608
959,3110,READ,13619200,608
960,3960,READ,13658112,608
961,3070,READ,13697024,608
962,1560,READ,13735936,608
963,3110,READ,13774848,608
964,3160,READ,13813760,608
965,3110,READ,13852672,608
966,760,READ,13891584,608
967,3110,READ,13930496,608
968,2360,READ,13969408,608
969,3110,READ,14008320,608
970,3960,READ,14047232,608
971,3070,READ,14086144,608
972,1560,READ,14125056,608
973,3110,READ,14163968,608
974,3160,READ,14202880,608
975,3110,READ,14241792,608
976,760,READ,14280704,608
977,3110,READ,14319616,608
978,2360,READ,14358528,608
979,3110,READ,14397440,608
980,3960,READ,14436352,608
981,3070,READ,14475264,608
982,1560,READ,14514176,608
983,3110,READ,14553088,608
984,3160,READ,14592000,608
985,3110,READ,14630912,608
986,760,READ,14669824,608
987,3110,READ,14708736,608
988,2360,READ,14747648,608
989,3110,READ,14786560,608
990,3960,READ,14825472,608
991,3070,READ,14864384,608
992,1560,READ,14903296,608
993,3110,READ,14942208,608
994,3160,READ,14981120,608
995,3110,READ,15020032,608
996,760,READ,15058944,608
997,3110,READ,15097856,608
998,2360,READ,15136768,608
999,3110,READ,15175680,608
1000,3960,READ,15214592,608
1001,3070,READ,15253504,608
1002,1560,READ,15292416,608
1003,3110,READ,15331328,608
1004,3160,READ,15370240,608
1005,3110,READ,15409152,608
1006,760,READ,15448064,608
1007,3110,READ,15486976,608
1008,2360,READ,15525888,608
1009,3110,READ,15564800,608
1010,3960,READ,15603712,608
1011,3070,READ,15642624,608
1012,1560,READ,15681536,608
1013,3110,READ,15720448,608
1014,3160,READ,15759360,608
1015,3110,READ,15798272,608
1016,760,READ,15837184,608
1017,3110,READ,15876096,608
1018,2360,READ,15915008,608
1019,3110,READ,15953920,608
1020,3960,READ,15992832,608
1021,3070,READ,16031744,608
1022,1560,READ,16070656,608
1023,3110,READ,16109568,608
1024,3160,READ,16148480,608
1025,3110,READ,16187392,608
1026,760,READ,16226304,608
1027,3110,READ,16265216,608
1028,2360,READ,16304128,608
1029,3110,READ,16343040,608
1030,3960,READ,16381952,608
1031,3070,READ,16420864,608
1032,1560,READ,16459776,608
1033,3110,READ,16498688,608
1034,3160,READ,16537600,608
1035,3110,READ,16576512,608
1036,760,READ,16615424,608
1037,3110,READ,16654336,608
1038,2360,READ,16693248,608
1039,3110,READ,16732160,608
